multi_crop_irrigated_flag,consent_percentage_collected,valuation_gap_pct,is_landbank_parcel,sla_overrun_flag,district_code,litigation_delay_target
0,69.33995426128551,21.889460559785622,0,0,WB-PBD,1
1,63.84152863758576,33.2039006844049,0,0,WB-MSD,1
1,98.14441562047341,11.57434544935941,0,1,WB-HGH,1
0,77.88140576284177,42.035160850112064,0,1,WB-S24,1
0,77.4085384729949,15.57640844653634,0,0,WB-HWR,0
0,83.19972859278124,34.35265007683008,0,1,WB-PBD,1
0,51.501003879946154,23.233871415889837,1,0,WB-PBD,0
0,90.70401217356483,31.821961796494122,1,1,WB-PBD,0
0,70.63624284236172,9.835274868300866,0,1,WB-PBD,1
1,84.06865111034182,5.7610759964723295,0,1,WB-HGH,1
0,52.7065698052772,45.93039923211355,1,0,WB-S24,0
0,44.03234221171084,17.133350394523227,0,0,WB-N24,1
1,86.72201384445052,41.88546512512066,0,0,WB-HGH,1
0,78.7753714697553,49.97076352124901,0,1,WB-S24,1
1,55.76307202156481,14.514406609951003,0,0,WB-N24,1
1,56.3460645370555,16.932683353251,1,1,WB-PBD,1
0,92.25782611946585,34.82869044355996,0,0,WB-S24,0
0,50.590585928388094,48.445188557027954,0,1,WB-PBD,1
0,99.0,46.21164566858348,0,0,WB-MSD,1
0,55.78882677633836,27.62939840295132,1,0,WB-S24,0
0,83.4910546609509,40.77996271370261,1,0,WB-PMD,0
0,66.08486743651828,11.108563389495547,0,0,WB-HWR,0
0,82.85737375948217,48.984718289180556,0,0,WB-PBD,1
0,62.20594796194453,48.395895531619395,0,1,WB-PBD,1
0,69.0697276906987,12.367803104562693,1,0,WB-PBD,0
1,72.73654515712298,18.474040616139796,1,0,WB-PMD,0
0,53.960625795933495,9.506974887804512,0,1,WB-HGH,1
0,85.33483821756226,17.227291950418085,0,0,WB-N24,0
0,62.76215580351146,41.7180105236843,0,1,WB-PBD,1
1,67.88520152387966,22.024202322436675,0,1,WB-PBD,1
0,54.10171125704678,8.977863521604128,0,0,WB-HGH,0
1,25.87799414168441,20.400148615050703,0,0,WB-HGH,1
1,68.56150027319696,49.16225004085761,0,0,WB-HWR,1
0,99.0,33.335761786664136,0,1,WB-S24,0
1,86.12287718216443,23.7272425882771,0,0,WB-PBD,0
0,71.6533131647809,12.49423310737715,0,1,WB-S24,0
0,67.26796507425118,49.37795587776627,0,1,WB-MSD,1
0,72.40438607061684,41.938205416840795,0,0,WB-HGH,1
0,81.84814407315378,17.66647861029137,0,1,WB-HGH,0
0,50.745369324440794,8.153091307453526,0,1,WB-HWR,1
1,92.0577905040397,7.548150081990111,0,0,WB-N24,0
0,84.8768636779424,10.417016727749022,1,1,WB-PMD,0
0,84.92734306274282,31.134586262648973,0,1,WB-PMD,1
0,79.89256329857508,46.79435395424716,1,0,WB-PMD,0
0,72.35309983849181,27.353454260269302,0,0,WB-HGH,0
1,84.11150224740275,42.932546710528875,0,0,WB-PBD,1
0,82.65265440734481,25.064897893691352,0,0,WB-HWR,0
0,65.62726720306158,36.88625955955214,0,1,WB-N24,1
0,61.67516808785578,37.934273177892536,0,0,WB-MSD,1
0,73.83341331471576,12.82836676565024,0,1,WB-PMD,1
0,99.0,21.25472265391153,1,0,WB-HWR,0
1,49.69607263822978,33.678597044211074,0,0,WB-HGH,1
0,45.58454521645608,8.181347368296478,1,1,WB-PMD,1
1,74.9656951422573,21.269308449333046,1,1,WB-N24,1
0,72.91597863340833,29.06597598265366,0,0,WB-MSD,0
0,75.12014995866735,49.83010218700874,0,0,WB-S24,1
0,76.391157562353,26.354010318009834,0,0,WB-MSD,0
1,67.9823594165735,41.72255407014456,1,0,WB-N24,1
1,98.81754189483748,24.4430278279978,0,0,WB-MSD,1
0,43.18372838742272,40.8375825178869,1,0,WB-PBD,1
1,57.08705355395557,31.793666072904877,0,1,WB-PMD,1
1,70.14141431731714,44.89679486760792,1,0,WB-PMD,1
0,42.42260139922499,23.492414855754944,0,1,WB-S24,1
0,68.83462072022272,32.19369889196655,0,1,WB-MSD,1
0,99.0,33.350840627847234,1,0,WB-S24,0
0,72.37595678932732,23.7822323810213,1,1,WB-MSD,0
1,76.15261630293631,11.494041965936669,0,0,WB-PMD,1
1,49.317034226893554,9.210173311055101,0,1,WB-PBD,1
0,60.9054946552894,5.7502197769834895,0,0,WB-MSD,0
0,65.24646515416913,44.30904189103466,1,0,WB-S24,0
0,66.28112825838778,15.641371050741254,1,1,WB-HGH,0
1,95.06958831006784,14.517803717679563,1,0,WB-PMD,0
1,82.03843909305225,38.12159301917295,0,1,WB-N24,1
1,51.99375677513342,19.400725088932628,0,1,WB-N24,1
1,76.43708601177609,27.772011158532646,0,0,WB-PBD,1
0,80.96799147294213,12.312997938385532,1,0,WB-HGH,0
0,92.52268269338279,48.18855746578861,0,0,WB-S24,1
0,99.0,43.321163000775684,1,1,WB-MSD,0
1,53.72830454709836,43.87053303342515,0,1,WB-PMD,1
0,57.40456479821391,23.304818685740234,0,0,WB-N24,0
0,49.36359853953691,39.30625461682278,0,0,WB-N24,1
0,67.78764253607433,11.474426992540106,0,1,WB-N24,1
1,80.39445074003402,5.387855116630113,0,0,WB-N24,0
0,89.77202129860383,5.898781966011265,0,1,WB-HWR,0
0,70.63288157443459,31.39707818320522,0,1,WB-PBD,1
0,66.24274458141281,25.492770736157336,1,1,WB-S24,1
1,74.73164386047733,28.310690700883388,0,0,WB-PMD,1
1,56.96742777065958,5.335841318774873,0,0,WB-PMD,1
0,99.0,24.02089788458416,0,0,WB-PMD,0
1,43.06210151187494,37.313067254038735,0,0,WB-S24,1
0,75.32533042012304,24.921216588534612,1,1,WB-PBD,1
0,99.0,37.94986428405,0,0,WB-HGH,0
1,72.12239720207997,15.485853397857564,1,1,WB-MSD,1
0,68.5792973699731,41.59139020167765,0,0,WB-MSD,0
1,65.56598238941231,31.479405820405354,0,0,WB-PBD,1
1,68.75294972827666,14.48433947434578,0,0,WB-N24,1
0,96.71127254417755,15.652421413422482,0,1,WB-MSD,0
0,32.18648559606888,33.261370905629164,0,0,WB-N24,1
0,99.0,42.34728169455995,0,0,WB-PBD,0
0,46.368771255897386,23.703250191311984,0,1,WB-PBD,1
0,67.20025807378053,16.62351931074165,0,0,WB-S24,0
1,64.27360043462409,44.01552231097702,0,0,WB-S24,1
0,82.59395885587296,35.11707312878757,0,0,WB-HWR,0
1,43.23376166609255,25.163846927738444,0,0,WB-PMD,1
0,80.31910798947497,26.955508787568583,0,1,WB-HWR,1
1,99.0,14.191541057137838,0,0,WB-PMD,1
0,47.46286791732941,33.206118352917976,0,0,WB-N24,1
0,75.41471101698713,21.14341297442999,0,0,WB-HWR,0
0,60.084320799661036,49.804032950345714,1,1,WB-HWR,1
0,79.66596971147465,26.608258186784955,0,0,WB-HGH,0
1,72.34465999348353,26.86485227853259,0,1,WB-PBD,1
0,60.453235637202425,30.463330433480234,1,0,WB-S24,0
0,80.78170112767933,46.254020140343606,0,0,WB-HWR,1
0,99.0,41.036814493688766,0,1,WB-S24,1
0,68.56373174890862,25.300853140902863,0,0,WB-PMD,1
1,84.95564295866727,37.34146696877582,0,1,WB-HWR,1
1,48.72108675831905,31.380597445134274,0,0,WB-PMD,1
1,54.78414521727584,27.1565171915562,1,1,WB-HWR,1
0,80.50331300184679,13.654209775295774,0,0,WB-MSD,0
0,98.71408851364737,25.87713185547009,1,1,WB-N24,0
1,78.40104027814188,16.061836416015858,0,0,WB-HGH,1
0,66.36495545058322,46.16789674332446,0,0,WB-PMD,1
1,71.98724529762038,20.093306607335613,0,0,WB-PBD,1
1,49.49266078854508,47.851880654001754,1,0,WB-PBD,1
1,82.88127587439661,28.987488054262005,1,0,WB-N24,0
0,87.88199512182136,33.41949704042722,0,0,WB-N24,0
0,63.862374009004554,29.43232000201975,1,0,WB-MSD,0
1,63.53924134032897,10.822127763501541,0,1,WB-PBD,1
0,76.78580813373688,21.911954855357344,0,1,WB-PMD,0
0,64.13904475126928,9.461575052493078,0,1,WB-PBD,1
0,70.80961293673519,33.03293198825217,0,0,WB-HGH,0
1,99.0,25.10933878401975,0,0,WB-HWR,0
1,67.55353738657206,40.00932372069216,0,0,WB-HGH,1
0,65.549877263618,14.921171644971643,0,1,WB-MSD,1
0,60.344247498567135,12.405472629320071,0,0,WB-MSD,0
0,85.39545548699886,23.284950393369552,0,0,WB-PBD,0
1,68.73796488207415,46.69634224482715,1,1,WB-HWR,1
0,60.31128531021433,36.968981675558524,0,0,WB-PBD,1
0,95.78347258091422,23.85156311568134,0,1,WB-HGH,0
1,97.55285408124547,28.277247638943976,0,1,WB-HGH,1
1,61.192375816703304,8.789585502969425,0,0,WB-PMD,0
1,38.40228087550891,49.30591533692509,1,0,WB-PMD,1
1,90.1352464170646,34.98832871127135,0,0,WB-HGH,1
0,59.67666313631993,17.84318308085401,1,1,WB-HWR,1
0,86.23126078492983,31.361377739685995,0,0,WB-MSD,0
1,36.53813128118696,9.92670647310473,0,1,WB-PMD,1
1,88.06675208938756,48.462650096341264,0,0,WB-PMD,1
1,50.198905272945936,12.865324454751466,0,0,WB-S24,1
1,85.15375414319745,34.161364312484636,0,0,WB-S24,1
0,72.25691522105582,16.045450814251872,0,1,WB-PMD,1
0,54.82909045086039,37.29026221918411,0,0,WB-PBD,1
1,64.67334636731795,39.956961525812645,0,1,WB-HWR,1
0,84.35373222522061,35.30388780101447,1,0,WB-N24,0
1,73.90610015607422,32.65247571148366,0,0,WB-PMD,1
1,82.51943364850472,45.16110922784053,0,1,WB-S24,1
1,99.0,8.538201994539111,0,1,WB-HWR,1
0,43.84365098920108,19.891164460108783,0,0,WB-HWR,0
0,99.0,16.17293658338807,0,0,WB-S24,0
0,73.87840687541784,49.46062829294397,1,1,WB-HWR,1
0,55.8218871301837,22.522540085009307,1,0,WB-HWR,0
0,48.05435473669819,37.96757146581794,0,0,WB-S24,1
0,68.5958329660134,35.812632374645204,0,1,WB-HGH,1
0,88.58970201464027,14.543655686481998,0,0,WB-PMD,0
0,69.70411583320438,15.75489560951981,0,0,WB-PBD,0
0,99.0,17.657805359886535,0,0,WB-N24,0
0,45.87883757907194,23.500727521672065,0,1,WB-PBD,1
0,71.78239893877102,15.544627954273706,0,1,WB-HGH,1
1,49.45691800056386,5.884316723608151,0,0,WB-MSD,1
0,78.54537388724943,44.5726875563238,0,0,WB-HGH,1
0,87.9639730217514,48.45244241213978,0,0,WB-HWR,0
0,64.42628771374105,20.37066741642056,0,1,WB-PBD,1
1,25.124150580711586,20.23280957414628,0,0,WB-HGH,1
0,75.5810666423369,5.319131574846694,1,1,WB-PBD,0
0,79.86129393120316,35.61128097486683,0,0,WB-HGH,0
0,79.27730558931056,42.144795308688295,1,1,WB-N24,1
0,94.24407945279877,11.597373516200143,0,0,WB-HGH,0
0,52.72103376631712,12.184985721521784,0,1,WB-PBD,1
0,84.2438898981081,40.553746248714695,0,0,WB-HWR,1
0,93.46513522460356,32.73308367593651,0,0,WB-PBD,0
1,39.9854234878827,7.018725093247266,1,1,WB-S24,1
1,77.75373286654158,33.01461457080268,0,1,WB-PBD,1
0,62.924763041861915,18.901297527969472,0,0,WB-N24,0
0,70.53259188417037,21.592631996188068,0,1,WB-PMD,1
1,78.25817670369005,39.63791382335961,1,0,WB-N24,1
0,63.22988584595606,41.492083670267476,0,1,WB-N24,1
0,59.83725457509099,23.01604820779238,1,0,WB-HGH,0
0,72.61474351478444,47.62188212028597,1,0,WB-N24,0
0,52.429573100469554,23.29082230784325,0,0,WB-PBD,0
1,52.45514768006666,39.73262158535495,1,0,WB-PMD,1
1,84.22871909321707,26.77447690539166,1,1,WB-MSD,1
1,51.32170736714419,45.38895469349378,0,0,WB-HWR,1
0,83.99362501636581,45.84925596425804,0,0,WB-MSD,1
0,80.32664327137113,8.933756354198774,0,0,WB-N24,0
0,40.93547888176926,47.14219990896016,0,1,WB-PBD,1
0,59.80383625795821,42.149067868418705,0,0,WB-HGH,1
0,93.4939692548527,40.60898214407001,0,0,WB-HGH,0
1,54.33902043948573,14.04101028584851,0,1,WB-HWR,1
1,63.640723278431025,41.230364393959924,0,0,WB-HWR,1
0,80.31709607853414,43.255973060826655,0,1,WB-PBD,1
1,86.10102916708672,18.011765050436793,1,1,WB-HWR,1
1,67.47230005119908,47.85170352630457,0,0,WB-HWR,1
0,61.24481649555045,7.243706587962391,0,1,WB-HGH,0
0,97.60265751057314,11.745916396121284,0,1,WB-PBD,0
0,99.0,29.191151212318143,0,0,WB-PMD,0
0,89.61944491407232,30.910661200503935,1,0,WB-HWR,0
0,73.53572656617044,34.03175374854065,0,1,WB-PBD,1
1,57.451217010463324,5.763610819195991,0,0,WB-N24,1
0,57.05200068198182,48.216504857995865,1,1,WB-HGH,1
0,81.40525389478364,7.00646417303648,1,0,WB-PMD,0
0,79.53116797599631,11.437787872553107,0,0,WB-HGH,0
0,97.22877467303573,5.630653288672564,1,0,WB-HGH,0
1,83.7081016656505,30.50862949823426,0,0,WB-S24,1
1,44.94455456832328,46.95200977644375,0,0,WB-PBD,1
0,90.93505711901253,34.96762247362089,0,1,WB-N24,1
0,54.034908708340566,42.01958608161923,0,1,WB-HWR,1
0,65.08851710485767,5.5976541556361035,1,1,WB-N24,0
0,76.5036037125305,29.390688431587673,0,1,WB-PBD,1
0,99.0,25.680333987748483,0,1,WB-HGH,0
0,99.0,27.453557489935687,1,0,WB-S24,0
0,82.9210150644513,8.249593340083457,0,1,WB-PBD,0
0,68.70246086303302,35.79959124811884,1,0,WB-PMD,0
0,81.6211016726499,27.64491866863855,1,1,WB-PMD,0
0,87.97779766572904,39.43169824375688,0,1,WB-PBD,1
0,66.22798273997054,26.838078532777192,0,0,WB-HWR,1
0,99.0,11.722173630189443,0,0,WB-N24,0
0,76.14127366544524,34.17156293350199,0,0,WB-N24,0
1,80.9593756036451,12.75738629473248,0,0,WB-HWR,1
1,83.9866365369803,44.25775535096667,0,0,WB-S24,1
0,79.5885589910602,32.590230758115865,1,0,WB-HGH,0
0,87.10092900845302,12.074174760062942,0,0,WB-MSD,0
0,60.88944264215538,48.30521258665431,0,1,WB-MSD,1
0,61.95056842897145,28.326445850089428,0,1,WB-HGH,1
0,52.19722380650949,8.280430334224475,0,1,WB-PMD,1
1,79.91102215116408,33.207480698678026,1,1,WB-S24,1
0,86.02085706321805,16.39395081557646,0,0,WB-HWR,0
0,80.23991159073394,41.16620533447861,0,0,WB-MSD,0
0,99.0,41.80199331047858,0,1,WB-PBD,1
0,71.89927166107717,49.05263101345978,0,1,WB-N24,1
0,84.03734980066523,27.584128896102666,0,0,WB-PBD,0
1,52.349384229492344,25.47305958774817,0,1,WB-N24,1
0,65.03220535546077,38.90640224509163,0,1,WB-PBD,1
1,84.519679636184,10.961179535386695,1,1,WB-HWR,0
1,87.2838379933766,29.611198120690588,1,1,WB-HWR,1
0,66.70859494204473,29.581142005888292,0,0,WB-S24,0
0,70.7112134665548,9.026290526467424,1,1,WB-PBD,0
0,44.67827255974543,23.80928384781111,0,1,WB-PBD,1
0,65.57347438548103,43.397815935524086,0,0,WB-S24,1
0,88.02689694335615,43.526912989759715,0,1,WB-S24,1
1,82.35369028991819,9.465694921385644,0,0,WB-HWR,1
0,81.01198298486177,9.082439723652389,0,0,WB-HWR,0
0,72.89592636925728,16.821296465087087,0,0,WB-PMD,0
1,72.12713685530717,44.364472814929705,0,0,WB-PBD,1
0,60.114219489477954,10.800616328307452,1,0,WB-HWR,0
1,84.57891156364562,37.39985611823508,0,1,WB-MSD,1
0,79.57751299900902,9.552452882589645,0,0,WB-HWR,0
0,80.85633926387038,33.041203418652145,1,0,WB-PBD,0
1,62.53137283198355,21.023028460361516,0,0,WB-S24,1
0,33.239827442317605,40.50112833346402,0,0,WB-PBD,1
1,91.74874881156651,15.516070197141362,1,1,WB-MSD,0
1,63.380925791848725,33.76408232254819,0,1,WB-HGH,1
1,56.47003624722383,15.605714055914822,0,1,WB-PBD,1
0,84.48262041445189,37.11471274004692,0,1,WB-HGH,1
0,64.94377248145567,44.3155115552337,1,0,WB-PBD,0
1,91.07885491283919,10.706080960704202,0,1,WB-MSD,1
1,83.10610709238055,43.99680598679766,1,1,WB-HGH,1
1,84.3042478176086,31.710886448643407,0,0,WB-HGH,1
0,47.41279719839038,10.719972089016078,0,1,WB-MSD,1
0,93.8149917369552,24.23938349118704,1,1,WB-PBD,0
1,76.70250956220941,12.238713206829406,0,1,WB-PMD,1
0,65.35301149356835,36.51565499899563,0,0,WB-HWR,1
1,74.58099241216053,39.14906604880773,0,1,WB-N24,1
1,40.02776580783024,9.760843412275953,1,0,WB-HWR,0
0,79.35575060665208,27.776293371258994,0,0,WB-HGH,0
1,53.47131285272271,41.65812752116627,0,0,WB-PBD,1
1,47.65193485481638,47.127336869794846,0,0,WB-PBD,1
0,44.59753464807796,28.10830400337965,1,0,WB-PBD,0
1,92.02839074981866,47.76256506251332,0,0,WB-PBD,1
0,60.67325891352981,29.106003670521343,0,1,WB-PMD,1
1,99.0,22.73857225699586,0,1,WB-N24,1
0,62.35557366505864,43.1691407848803,0,1,WB-S24,1
1,41.26755676332696,27.184221970614008,0,0,WB-HGH,1
0,51.90256008092413,26.235612975403537,0,0,WB-N24,1
0,94.2446091601249,27.064062023442272,0,1,WB-HWR,1
1,69.19383279713999,43.10532508413854,1,0,WB-S24,1
0,62.13082866316918,42.43736937596235,1,1,WB-S24,1
0,74.88032806535018,23.158399659809504,0,1,WB-PBD,1
1,81.0320892510158,19.998493694173625,1,0,WB-N24,0
1,92.1131786862443,27.136761081760817,0,1,WB-HWR,1
0,98.07298613807268,30.774762938169907,1,1,WB-PBD,0
0,65.52416437579646,15.725174478259863,0,0,WB-PBD,0
0,48.13114165052331,40.72797881220158,0,0,WB-MSD,1
0,64.55762709978103,26.89172445795903,1,0,WB-MSD,0
0,76.68504911849195,20.032049678898183,1,0,WB-MSD,0
1,54.652339328209,9.806944683379577,0,0,WB-PMD,1
1,54.771283531889225,15.748032218162312,0,0,WB-HGH,1
1,78.18818186789794,47.717652729019264,0,0,WB-S24,1
1,71.12425767173188,18.729485906878697,0,1,WB-HWR,1
0,72.59034591740856,12.59866802151659,0,0,WB-S24,0
0,58.347083975398746,25.730275624474693,0,0,WB-N24,0
0,67.85278714429619,18.81894845121119,1,0,WB-HGH,0
0,55.36380340317052,6.582166262203737,0,0,WB-PBD,0
0,88.02357140024617,19.541534777573776,0,0,WB-HGH,0
1,90.63448802502755,29.484888077276086,0,0,WB-PBD,1
0,38.76861847971431,29.827056740898513,0,0,WB-MSD,1
0,55.26880451653662,21.045151452959992,0,1,WB-HGH,1
0,45.06247340837858,25.12862403136703,0,1,WB-PBD,1
1,60.29956918067583,48.44830632056449,1,0,WB-S24,1
0,70.4981165437735,21.980681475364023,1,0,WB-MSD,0
0,45.90638604542646,16.620206596699234,0,1,WB-MSD,1
0,55.40652336374436,15.956016983004206,0,1,WB-MSD,1
1,53.92876730253303,25.599407571686037,0,0,WB-S24,1
0,75.73081192918099,39.178406692262485,1,1,WB-S24,1
1,73.2481980666525,14.269468288481294,1,0,WB-S24,0
1,59.00872403992944,36.91832572133456,0,0,WB-MSD,1
0,75.18277569850916,5.951742050723733,0,1,WB-HGH,0
0,62.15975847742922,23.851984009277572,1,1,WB-PBD,0
1,67.11020801413105,39.91392793412541,0,1,WB-S24,1
0,99.0,20.242983009849414,0,0,WB-HGH,0
0,96.12829893222626,30.368169565042976,1,0,WB-PBD,0
1,48.60753773530324,14.224065477165986,0,0,WB-MSD,1
1,86.93518352182514,38.38979260067775,0,0,WB-HGH,1
1,86.60513798084865,7.352559647094183,0,1,WB-MSD,1
1,51.331260802452874,43.364419019397516,0,1,WB-PMD,1
0,86.73799758758749,13.918837388975067,0,1,WB-S24,1
0,99.0,44.34791142687488,0,1,WB-N24,1
1,51.79419348760055,20.86381585852328,0,0,WB-HGH,1
0,55.48494922174325,37.520760851351895,0,1,WB-S24,1
0,90.31790640318304,19.36513840037848,1,1,WB-HWR,0
1,76.88691559486166,45.76602520555914,0,0,WB-PBD,1
